brand,valor_antigo,Valor_atual,desconto,avaliacao,Quantidade de avaliação,Parcelamento,Observacao
 iPhone 8 Plus 64 Gb Lindo 10x Sem Juros,1.400,1.288,8% OFF,,,10x 128,
Celular Usado iPhone XR 64gb Vitrine De Exposição + Brindes,1.599,1.471,8% OFF,,,10x 147,
iPhone 13 Pro 128gb Grafite Usado,4.309,4.093,5% OFF,4.9,(19),10x 409,
iPhone 13 128gb Preto (vitrine),3.089,3.089,,,,10x 308,
iPhone 7 Plus 128gb Preto Matte Muito Bom Celular Usado,919,919,,,,10x 91,
iPhone 11 64gb Vermelho Muito Bom - Trocafone -celular Usado,2.059,2.059,,,,10x 199,
iPhone 11 64 Gb Vitrini ,1.799,1.799,,,,10x 174,
iPhone 11 64 Gb Vitrini Preto,1.799,1.799,,,,10x 174,
Celular iPhone 12 (64 Gb) Azul Exposição 10x Sem Juros,2.349,2.231,5% OFF,,,10x 223,
 iPhone 11 (64 Gb) - Preto-vitrine,1.799,1.799,,,,10x 174,
Apple iPhone 12 Branco 64gb Lacrado Garantia 1 Ano Nfe Envio,3.999,3.999,,,,10x 384,
 iPhone 11 Pro 64 Gb Cinza-espacial - Vitrine ,2.415,2.415,,,,10x 234,
Vitrine - Apple iPhone 13 Mini (128 Gb) - 5g Verde,2.999,2.999,,,,10x 299,
Apple iPhone 11 256 Gb Original Em 10x Sem Juros,2.299,2.184,5% OFF,,,10x 211,Disponível em 4 cores
Vitrine - Apple iPhone 12 128gb + Brindes,2.469,2.345,5% OFF,,,10x 227,Disponível em 3 cores
Apple iPhone 15 Pro Max 256gb Preto + Capinha + Carregador,7.700,7.700,,,,10x 770,
iPhone 11 64gb Branco - Vitrine Bateria 100% + Brindes + Nf,2.099,2.099,,,,10x 203,
Apple iPhone 12 Pro Max 128gb + Acessórios - Promoção,3.595,3.595,,,,10x 345,
Apple iPhone 11 (128 Gb) - Roxo (vitrine),2.100,2.100,,,,10x 210,
Apple iPhone 12 Pro Max 128 Gb Grafite Impecavel,4.790,4.790,,,,10x 479,
iPhone 8 64gb Prata Garantia 10x Sem Juros Com + Brinde Fone,1.249,1.249,,,,10x 124,
iPhone 11 128gb - Branco - Vitrine - Bateria 100% + Brindes,2.178,2.178,,4.5,(64),10x 217,
 iPhone 11 Pro 64 Gb Dourado - Vitrine ,2.379,2.379,,,,10x 230,
 iPhone 7 128 Gb Dourado - Conjunto Completo ,999,949,5% OFF,,,10x 94,
iPhone 11 128gb De Exposição Bateria 100% +4 Brindes,2.198,2.198,,5.0,(1),10x 219,
iPhone 7 128gb Desbloqueado Preto Matte Original Câmeradupla,959,959,,,,10x 95,
iPhone 12 64gb Azul Usado,2.299,2.299,,,,10x 222,
 iPhone 5s 16gb Com Nota E Garantia,479,479,,4.1,(22),10x 47,
iPhone X 64 Gb Cinza-espacial - Conjunto Completo,1.399,1.315,6% OFF,,,10x 131,
Apple iPhone 15 (128 Gb) - Rosa - 1 Ano De Garantia Apple ,4.998,4.998,,,,10x 480,
Apple iPhone 11 (128 Gb) - Branco,2.149,2.149,,,,10x 214,
Apple iPhone 15 Plus (128 Gb)  Preto Idim,7.599,7.599,,,,10x 759,
iPhone 12 64gb (product)red Usado Com Marcas,2.449,2.326,5% OFF,,,10x 232,
iPhone 8 Plus 128gb Dourado Muito Bom Usado - Trocafone,1.269,1.269,,,,10x 123,
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
iPhone 12 64gb Product(red) Usado,2.299,2.299,,,,10x 222,
iPhone 6s 128gb Cinza Espacial Celular Muito Bom,609,609,,5.0,(1),10x 60,
Vitrine - iPhone 13 Mini 128 Gb ( Blue) 5g,2.899,2.899,,,,10x 281,
Apple iPhone 12 (64 Gb),2.348,2.348,,,,10x 234,Disponível em 4 cores
Apple iPhone 11 (128 Gb) - Branco + Carregador Turbo E Fone,2.349,2.349,,,,10x 234,
iPhone 13 Pro Max 1tb Apple Ouro 24k 6gb Ram,23.999,23.999,,,,10x 2.399,
Apple iPhone 7 128gb Jet Black Preto Brilhante Anatel 4g 4.7,1.099,1.099,,,,10x 106,
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
" iPhone 6s, Cinza-espacial (não Funciona) Retirar Peças",99,99,,,,10x 33,
iPhone 11 64gb Branco Vitrine Grade A+ Bateria 100%,1.869,1.869,,,,10x 186,
iPhone 8 64gb Red Garantia Com Brindes Impecável ,1.049,1.049,,,,10x 104,
iPhone 11 64 Gb Preto Impecável Novíssimo Nota Fiscal 1.899,1.899,1.899,,,,10x 189,
Usado: iPhone X 256 Gb Cinza - Regular,1.253,1.253,,,,10x 125,
iPhone 12 64gb Azul 5g ,2.495,2.495,,,,10x 249,
Apple iPhone 11 128gb Seminovo/vitrine,1.949,1.949,,,,10x 189,Disponível em 4 cores
iPhone 11 64gb Branco Usado 75%,1.950,1.950,,,,10x 195,
iPhone 14 Plus 256gb Meia Noite Muito Bom Usado - Trocafone,4.949,4.949,,,,10x 494,
iPhone 12 Mini 64 Gb Preto - Excelente - Usado,2.153,2.153,,,,10x 215,
iPhone 12 128 Gb Vermelho - Sem Touch Id - Usado,2.128,2.128,,,,10x 212,
 iPhone 8 64 Gb Cinza-espacial A1905,999,999,,,,10x 100,
iPhone 7 Plus 128 Gb A1784 Preto-brilhante,1.349,1.349,,,,10x 135,
 iPhone 7 256 Gb A1778 Preto-brilhante ,1.148,1.148,,,,10x 114,
Apple iPhone 14 (128 Gb) - Meia-noite Grade A Nota Fiscal,5.600,5.600,,,,10x 560,
 iPhone 6 64 Gb Cinza-espacial A1549,649,649,,,,10x 65,
 iPhone 11 64gb Preto Vitrine Grade A+ Bateria 100%,1.870,1.870,,,,10x 187,
iPhone 6s 16 Gb Cinza-espacial A1688,469,469,,,,10x 47,
iPhone 14 Pro 512gb Roxo Profundo Excelente Usado Trocafone,5.969,5.969,,,,10x 573,
"Lote Iphones Para Usar Componentes 5,5s,5 Se,5c Originais",194,194,,,,10x 32,
Lote C/ 3 iPhone 4s A1387 - Leia Descrição,149,149,,,,10x 14,
iPhone 12 64 Gb Branco Vitrine Grade A+ Bateria 100%,2.199,2.199,,,,10x 219,
Apple iPhone 11 (64 Gb)  Preto Open Box ,1.999,1.999,,,,10x 199,
 iPhone 6 16 Gb Cinza-espacial A1549,399,399,,,,10x 40,
 iPhone 6s 32 Gb Cinza-espacial A1688,499,499,,,,10x 50,
 iPhone 7 128 Gb Prateado A1778,999,999,,,,10x 100,
iPhone 14 Pro 512gb Roxo Profundo Excelente Usado Trocafone,5.969,5.969,,,,10x 596,
iPhone 11 64gb Product Red Top Excelente Bateria 85-100% Boa,1.997,1.997,,,,10x 199,
iPhone 14 Pro 128gb Roxo Profundo Excelente Usado Trocafone,5.019,5.019,,,,10x 482,
Apple iPhone 11 (256 Gb) - Preto- Usado - P. Entrega C/nfe!!,2.422,2.422,,,,10x 242,
iPhone SE 3ªg 128gb 4gb - Meia Noite,1.316,1.316,,,,10x 131,
Apple iPhone 12 Pro 128gb Nacional Open Box Sem Marcas Novo,4.599,4.599,,,,10x 442,
iPhone 3gs Usado 32gb Apple Orig Modelo 1303 Ler Descrição,339,339,,,,10x 32,
iPhone 13 Pro Max 256gb Azul Sierra Sem Detalhes Muito Novo,4.500,4.500,,,,10x 432,
iPhone 13 Pro Max Verde Alpino 128gb,5.997,5.997,,,,10x 576,
iPhone 14 Plus 256gb Meia Noite Muito Bom Usado - Trocafone,4.949,4.949,,,,10x 475,
Apple iPhone 11 256gb Seminovo/vitrine,2.093,2.093,,,,10x 202,Disponível em 2 cores
Smartphone Apple iPhone 4 A1332 P/ Retirar Peças,99,99,,,,10x 9,
Apple iPhone 3g  Raro! 2° Modelo Lançado Pela Apple Relíquia,198,198,,,,10x 33,
Apple iPhone 15 Pro Max 256 Gb Titânio Preto Garantia Brinde,7.599,7.599,,,,10x 759,
Apple iPhone 12 64g Azul,2.570,2.570,,,,10x 249,
Lote iPhone 6s 32gb Prata Com Defeito Não Funciona,250,250,,,,10x 24,
iPhone 13 Pro Max 256 De Mostruario Impecavel Sem Detalhes ,5.999,5.999,,,,10x 576,
iPhone 11 64gb Preto Seminovo Vitrine Garantia Carregado Bom,1.847,1.847,,,,10x 179,
iPhone 12 64gb Com Caixa_ Usado,3.090,3.090,,,,10x 297,
Vitrine - Apple iPhone 12  64gb Original- Semi Novo,3.350,3.350,,,,10x 321,Disponível em 2 cores
iPhone 6s Para Retirada De Pecas ,160,160,,,,10x 15,
Apple iPhone 12 (64 Gb) Vitrine  Semi Novo + Cabo Brinde,3.400,3.400,,,,10x 326,Disponível em 2 cores
iPhone 5 64gb Branco Sem Carregador,420,420,,,,10x 40,
iPhone 14 Apple Showroom Vitrine Grade A C/ Nf E Garantia,4.990,4.091,18% OFF,,,10x 393,Disponível em 2 cores
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
 iPhone 8 128 Gb Apple Cinza-espacial Pronta Entrega,899,899,,,,10x 89,
 iPhone 5c 16 Gb Amarelo Estado De Novo Sem Marcas,389,389,,,,10x 38,
iPhone 3g 8gb Funcionando,300,300,,,,10x 29,
Apple iPhone 14 (128gb) Azul - Seminovo ,4.099,4.099,,,,10x 409,
 iPhone 6 Plus 16 Gb Dourado Golden A1593,499,499,,,,10x 49,
iPhone,200,200,,,,10x 19,
 iPhone 13 128 Gb Estelar A2631,3.200,3.200,,,,10x 320,
Celular iPhone 6 Retirar Peças,200,200,,,,10x 33,
 iPhone 7 256 Gb Mod. A1778,789,789,,,,10x 78,
 iPhone 6s 128 Gb Prateado,699,699,,,,10x 69,
iPhone 5c 16gb A1507 Verde Completo Funcionando,220,220,,,,10x 21,
iPhone 3gs 8gb E 4s 8gb Somente P/ Colecionadores Preço Cada,300,300,,,,10x 29,
 iPhone XS Max 64gb Apple Dourado Usado ,1.749,1.749,,,,10x 174,
Apple iPhone 14 (256 Gb) - Roxo - 94% Bateria,4.399,4.399,,,,10x 439,
"iPhone 6 16 Gb Cinza-espacial Otimo, Barato E Sem Marcas",490,490,,,,10x 49,
Apple iPhone SE 2020 (2ª Geração) 64gb Preto - Excelente,950,950,,,,10x 95,
iPhone SE A1723 Com Defeito,122,122,,,,10x 30,
iPhone 11 Pro Max Dourado Único Dono Com Nota Muito Novo,4.799,4.799,,,,10x 479,
iPhone 2g A1203 Mb384ll/a At&t Caixa Original Manuais Nota,999,999,,,,10x 96,
Celular iPhone X 64gb Só Aparelho,1.349,1.349,,,,10x 134,
iPhone 13 Pro Max Branco 128gb 87% De Bateria (3900 A Vista),4.600,4.600,,,,10x 460,
iPhone 3gs,800,800,,,,10x 77,
 iPhone 6 16 Gb Dourado No Plástico,299,299,,,,10x 33,
iPhone 12 Mini 64gb Novinho,2.875,2.875,,,,10x 287,
Celular iPhone A1303 Funcionando ( Leia A Descrição ),300,300,,,,10x 29,
Apple iPhone 12 Mini 64gb Preto,2.600,2.600,,,,10x 260,
Apple iPhone XR 128gb Preto,1.500,1.500,,,,10x 150,
iPhone 11 64gb Preto,2.100,2.100,,,,10x 203,
iPhone 12 64gb Grade A+ Bateria 97%,2.450,2.450,,,,10x 245,
iPhone 8 128 Gb Cinza-espacial +fones +carregador Originais,954,954,,,,10x 92,
"iPhone XS 64gb Branco Impecável! Caixa, Capas, Todo Ok! Veja",1.350,1.350,,,,10x 130,
 iPhone 4s 16 Gb Branco A1387,200,200,,,,10x 19,
iPhone 12 Pro Max 128gb - De Vitrine,4.889,4.889,,,,10x 488,
 iPhone 6 Plus 128 Gb Prateado Original,998,998,,,,10x 99,
 iPhone XS 512 Gb Cinza-espacial,2.197,2.197,,,,10x 219,
Apple iPhone 12 (128 Gb) - Verde - Excelente Estado - Bat 85,2.999,2.999,,,,10x 299,
iPhone 12 Pro,3.900,3.900,,,,10x 390,
iPhone 11 256 Gb Preto - Vitrine Em 10x Sem Juros,2.499,2.499,,,,10x 249,
Apple iPhone XR 64 Gb - Preto Lindo Excelente Mais Brindes,1.477,1.477,,,,10x 147,
iPhone 4s,400,400,,,,10x 38,
iPhone XR 64gb Branco Usado Com Defeito ,729,729,,,,10x 70,
iPhone 11 256 Gb Preto Sem Face Id 10x Sem Juros ,1.699,1.699,,,,10x 169,
iPhone 13 128 Gb Preto Seminovo Sem Marcas De Uso ,3.380,3.380,,,,10x 338,
Celular iPhone Apple Usado Xr 64gb De Vitrine Exposição ,1.445,1.445,,,,10x 144,
iPhone 11 Pro 64gb Verde Meia-noite Usado,2.099,2.099,,,,10x 209,
iPhone 13 Pro 1tb Azul A2483 Perfeito Estado,4.300,4.300,,,,10x 430,
iPhone 13 Pro Max,5.500,5.500,,,,10x 550,
iPhone 12 Apple 64gb Ram 4gb Usado,2.499,2.499,,,,10x 242,
Apple iPhone 7 - 128gb Preto Fosco - Ótimo Estado,599,599,,,,10x 59,
 iPhone 8 Plus 64 Gb Cinza-espacial,1.149,1.149,,,,10x 114,
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
iPhone 12 64gb Preto,2.390,2.390,,,,10x 239,
iPhone XR 128gb Branco Usado Excelente Estado Conservado,1.599,1.599,,,,10x 159,
iPhone 12 64gb - Red - Semi Novo,2.150,2.150,,,,10x 208,
Apple iPhone 13pro Max (128 Gb) Azul-sierra Original Bat100%,4.999,4.999,,,,10x 499,
 iPhone X 256 Gb Prateado Sem Face Id Em 10 X Sem Juros,1.199,1.199,,,,10x 119,Disponível em 2 cores
Apple iPhone 13 Pro 128gb. Cinza. Seminovo. Caixa Completo.,3.649,3.649,,,,10x 364,
iPhone SE 2ª Geração 128 Gb Preto A2296 Apple Bateria 93%,989,989,,,,10x 98,
Apple iPhone 13 Pro Max (256 Gb) - Dourado De Mostruário ,5.099,5.099,,,,10x 509,
iPhone 12 Mini 64gb Preto Bateria 92%,2.350,2.350,,,,10x 227,
iPhone 12 128 Gb Branco Original Vitrine Bateria 100% Com Nf,2.697,2.697,,,,10x 269,
iPhone 11 128gb Vermelho,2.050,2.050,,,,10x 198,
iPhone 8 64gb Preto,850,850,,,,10x 85,
iPhone 6 - 64 Gb - A1549 - Defeito,115,115,,,,10x 11,
iPhone X 64gb Apple Celular Desbloqueado. Aceito Oferta! ,1.099,1.099,,,,10x 109,
Defeito Ñ Liga iPhone X 256gb Cinza Mqaf2bz Anatel Bat Nova,1.390,1.390,,,,10x 139,
iPhone 8 64gb Usado Preto,900,900,,,,10x 90,
iPhone 12 Pro Max,3.970,3.970,,,,10x 397,
Apple iPhone 13 512gb Vermelho,3.799,3.799,,,,10x 379,
Apple iPhone 13 128gb - Midnight ,3.400,3.400,,,,10x 340,
 iPhone 7 128 Gb Preto-fosco  Seminovo Perfeito,1.100,1.100,,,,10x 110,
iPhone 7 32 Gb Branco Lindo 10x Sem Juros Excelente Seminovo,757,757,,,,10x 75,
Barato Apple iPhone 12 De 64 Gb Novíssimo Completo Com Nf,2.499,2.499,,,,10x 242,
Apple iPhone 11 256 Gb Usado Em Bom Estado 10x Sem Juros,1.999,1.999,,,,10x 199,
iPhone 8 Plus 256gb Aparelho Com Carregador Excelente Estado,1.499,1.499,,,,10x 149,
Apple iPhone 13 Pro Max (256gb) Branco,4.200,4.200,,,,10x 403,
 iPhone SE 64 Gb Dourado (1º Geração) + Bateria Externa,649,649,,,,10x 64,
iPhone 6 Plus 16g Original Único Dono Nota Fiscal,599,599,,,,10x 60,
iPhone 11 128gb Perfeito Sem Riscos,1.950,1.950,,,,10x 195,
Celular iPhone 8 Plus 128gb Original Garantia Anatel Nota,1.497,1.497,,,,10x 145,
iPhone 12 Branco 64gb Top! Envio Já!,2.135,2.135,,,,10x 206,
iPhone 2g 8gb iPhone 1 Colecionador 1st,950,950,,,,10x 92,
iPhone 4 Usado 8 Gb  512 Mb Ram Black,129,129,,,,10x 32,
Celular iPhone 6s 32gb Rose Gold A1688 - Vitrine,579,579,,,,10x 56,
iPhone 8 64gb Preto Ótimo Estado - Desbloqueado,999,999,,,,10x 99,
iPhone 5s 32 Gb Prata,500,500,,,,10x 50,
iPhone 12 Mini Retirada Peças ,399,399,,,,10x 38,
 iPhone 4s 16 Gb Preto,350,350,,,,10x 33,
Celular Apple iPhone XR 128gb Com Garantia Nf 100% Nacional,1.898,1.898,,,,10x 184,Disponível em 2 cores
iPhone 11 Pro 256gb Prateado  ,1.999,1.999,,,,10x 193,
 iPhone 5c 8gb Azul A1507 - Defeito,150,150,,,,10x 14,
iPhone 11 Pro Max 256 Gb Branco (vitrine) Excelente ,2.855,2.855,,,,10x 276,
Sucata iPhone 6 Modelo 1549 Travado Na Tela,90,90,,,,10x 8,
iPhone 15 Pro Max (usado) Na Garantia Apple,6.800,6.800,,,,10x 653,
"iPhone 15 128gb Preto, 1 Mês De Uso, Sem Detalhes",4.890,4.890,,,,10x 470,
 iPhone 12 128 Gb Preto A2402,2.999,2.999,,,,10x 290,
iPhone 13 128gb Space Gray,3.200,3.200,,,,10x 307,
" iPhone 6s A1633 Em Excelente Estado Para Peças, No Estado!",299,299,,,,10x 33,
iPhone 12 Pro Max 128gb Usado Azul Com A Tela Trincada,2.299,2.299,,,,10x 222,
Apple iPhone XR 64 Gb - Preto - Placa Mãe Original,2.200,2.200,,,,10x 213,
iPhone 11 Pro 256gb Silver ,1.990,1.990,,,,10x 192,
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
iPhone 12 Mini 64gb Novinho,2.690,2.690,,,,10x 260,
Celular iPhone X 64gb Original Garantia Anatel Nota Fiscal,1.597,1.597,,,,10x 154,
Lote Celulares (leia Anúncio),621,621,,,,10x 60,
iPhone 13 128gb +brindes,3.360,3.360,,,,10x 322,
iPhone 4s Reliquia Pra Colecionador Jp390,600,600,,,,10x 58,
 iPhone 6s 64 Gb Cinza-espacial,450,450,,,,10x 43,
iPhone 11 Pro Max Dourado Único Dono Com Nota Fiscal,4.290,4.290,,,,10x 412,
 iPhone 6 32 Gb Cinza-espacial Com Defeito E Tela Trincada,330,330,,,,10x 31,
Apple iPhone 12 Mini (64 Gb) - Branco,2.250,2.250,,,,10x 218,
iPhone 8 64gb,899,899,,,,10x 87,
Apple iPhone XR 64 Gb Preto,1.250,1.250,,,,10x 121,
" iPhone 12 64 Gb Azul - Ler Anuncio, Retirada De Peças",950,950,,,,10x 92,
Celular iPhone 11 128gb Original Garantia Anatel Nota Fiscal,1.987,1.987,,,,10x 192,Disponível em 2 cores
 iPhone 12 Pro 128 Gb Azul-pacífico A2341,3.249,3.249,,,,10x 312,
"iPhone 7 Plus 128 Gb Rose Com Capa, Pelicula Caixa,fonte",1.050,1.050,,,,10x 101,
iPhone 5c Rosa Com 8gb De Memória,279,279,,,,10x 27,
iPhone 7 32gb,717,717,,,,10x 69,
iPhone 11 Pró 256gb Grafite Com Carregador + Fone De Brinde.,2.599,2.599,,,,10x 251,
iPhone 14 Pro Max 256gb E-sim Cor Roxo Profundo,6.999,6.999,,,,10x 672,
Apple iPhone 15 Pro Max 256gb Titânio Azul Muito Novo,6.799,6.799,,,,10x 653,
iPhone 8 Plus 64 Gb Branco / Lateral Rosé Com Defeito,639,639,,,,10x 62,
 iPhone 8 64 Gb Branco/dour - Caixa/carreg/cabo/phone/capa,1.100,1.100,,,,10x 106,
Apple iPhone 12 (128 Gb) Midnight Blue Usado Em Ótimo Estado,2.850,2.850,,,,10x 276,
iPhone 13 128 Gb(com Nota Fiscal),2.999,2.999,,,,10x 290,
iPhone 11 Pro 256gb,1.999,1.999,,,,10x 193,
iPhone 8 64gb Lindo Branco Original Excelente ,887,887,,,,10x 85,
 iPhone 6 64 Gb Prateado Apple Ios A1549 Necessita Conserto!,250,250,,,,10x 24,
I-phone 12 256 Gb Azul + Capinha + Película - Usado,4.499,4.499,,,,10x 432,
iPhone 8 64gb Dourado Novíssimo! Nunca Aberto! Todo Original,799,799,,,,10x 77,
iPhone 5 Md640ll/a 4  32gb,399,399,,,,10x 38,
 iPhone 6 64 Gb + 2 Capas - Lei A Descriçâo,550,550,,,,10x 53,
 iPhone 15 Pro Max 256 Gb White Titanium Desbloqueado 2024,8.479,8.479,,,,10x 814,
Lote De Sucata De iPhone  Para Retirar Pecas 4 Unidades,222,222,,,,10x 21,
Celular iPhone,120,120,,,,10x 30,
iPhone 7,489,489,,,,10x 47,
iPhone 12 Pro Max 256g ( Icloud Liberado ),2.600,2.600,,,,10x 252,
iPhone 12 Pro,2.750,2.750,,,,10x 266,
"iPhone 8 64gb Bateria Nova, Impecável, Única Dona, Caixa",850,850,,,,10x 82,
iPhone 7 Plus 32gb Gold + Caixa + Acessórios,960,960,,,,10x 96,
iPhone 12 Branco 64gb Em Ótimo Estado,2.400,2.400,,,,10x 232,
iPhone 11 Pro Max 256gb - Verde Em 10x Sem Juros,2.799,2.799,,,,10x 279,
Lote Iphones 5 E 5s Antigos-sucata,169,169,,,,10x 16,
 iPhone XR 64 Gb Preto A2106 ,1.799,1.799,,,,10x 179,
 iPhone 7 32 Gb Preto-fosco,600,600,,,,10x 60,
Apple iPhone XS 64 Gb Dourado,1.587,1.587,,,,10x 153,
iPhone 12 64gb Branco Usado Em 10x Sem Juros,2.100,2.100,,,,10x 210,
iPhone 12 64gb Roxo ,2.390,2.390,,,,10x 231,
Apple iPhone 13 (128 Gb) - Meia-noite,3.699,3.699,,,,10x 355,
iPhone XS Max 256gb Preto Leia A Descrição,1.667,1.667,,,,10x 166,
Smartphone iPhone 6 Não Liga (retirada De Peça),150,150,,,,10x 30,
 iPhone 8 64 Gb Cinza-espacial,944,944,,,,10x 94,
 iPhone 6 16 Gb Prateado,530,530,,,,10x 51,
iPhone XR 64 Gb Nota Fiscal Desbloqueado Sem Face Id Leia,799,799,,,,10x 77,
iPhone 14 128gb Branco 100% Bateria Usado Garantia Março2025,4.300,4.300,,,,10x 430,
iPhone 12 64g Preto C/ Garantia Usado 85% Bateria,2.400,2.400,,,,10x 232,
"iPhone 13 Pro 128 Gb Azul Excelente Estado Caixa, Nf E Capas",3.690,3.690,,,,10x 354,
iPhone 13 Pro Max 256gb Azul- Sierra Excelente Usado,5.339,5.339,,,,10x 513,
Celular iPhone 13 Pro 1tb Grafite Excelente - Trocafone,5.739,5.739,,,,10x 551,
Celular iPhone 13 Pro 256gb Dourado Bom - Trocafone,4.139,4.139,,,,10x 397,
Apple iPhone 14 Pro 512gb Roxo - 97%  Bateria 9 Meses Zerado,6.999,6.999,,,,10x 699,
iPhone 5s 16g Cinza Lacrado Na Caixa Original,1.800,1.800,,,,10x 174,
Smartphone iPhone Sem Tela Para Tirar Pecas,95,95,,,,10x 9,
iPhone 6s Plus 32gb Usado Prateado Seminovo  Muito Bom ,579,579,,,,10x 57,
Usado: iPhone 12 Pro 256gb Dourado Excelente - Trocafone,4.699,4.699,,,,10x 469,
Usado: iPhone 11 Pro 256gb Prateado Muito Bom - Trocafone,3.219,3.219,,,,10x 321,
iPhone 6s Plus 32gb Prateado Usado Seminovo Muito Bom,579,579,,,,10x 56,
Usado: iPhone 11 64gb Vermelho Muito Bom - Trocafone,2.279,2.279,,,,10x 227,
Usado: iPhone 12 64gb Preto Muito Bom - Trocafone,3.219,3.219,,,,10x 321,
iPhone 4s Branco Completo ,359,359,,,,10x 35,
iPhone 6s A1688 - Para Retira Peças,69,69,,,,10x 6,
Apple iPhone 11 (64 Gb) - Preto,2.900,2.900,,,,10x 290,
iPhone X 256gb Wi-fi Câmera Icloud Limpo Detalhes Tel Usado,1.099,1.099,,,,10x 106,
Apple iPhone 12 Mini (256 Gb) - Preto + Acessórios,3.307,3.307,,,,10x 330,
iPhone SE 2020 64 Gb Preto - Sem Touch Id - Usado,972,972,,,,10x 97,
Apple iPhone 12 (64 Gb) - Preto Seminovo Sem Detalhes Oferta,3.085,3.085,,,,10x 308,
Apple iPhone 12 - 256gb - Azul - Nacional,3.299,3.299,,,,10x 317,
iPhone 13 128gb Vermelho Capa Magsafe Dual Sim - Unico Dono,3.680,3.680,,,,10x 368,
Celular iPhone 6s 32gb Rose Gold A1688 - Mostruário ,579,579,,,,10x 56,
Apple iPhone XR 64gb Vermelho,1.320,1.320,,,,10x 132,
iPhone 14 Pro 128gb,5.200,5.200,,,,10x 520,
iPhone 7 Plus 128gb Vitrine,1.749,1.749,,,,10x 169,
Apple iPhone 14 Pro 512gb Roxo - 97%  Bateria 9 Meses Zerado,6.799,6.799,,,,10x 653,
iPhone 11 128gb | Único Dono | 100% Original | Nunca Abriu,1.800,1.800,,,,10x 174,
" iPhone 6s A1688 Em Excelente Estado Para Peças, No Estado!",299,299,,,,10x 33,
Celular iPhone 12 - 64gb + Brinde - Estado De Novo,2.899,2.899,,,,10x 289,
iPhone 8 Prateado 64 Gb (bateria 86%) Zona Leste,1.600,1.600,,,,10x 155,
iPhone XS 64gb Celular Usado Seminovo Dourado Muito Bom,1.549,1.549,,,,10x 154,
iPhone 5c 16gb A1507 Na Caixa Todo Original Touch Ruim Leia,297,297,,,,10x 28,
Apple iPhone 13 Pro Max 128gb Azul   (usado Sem Detalhes),5.600,5.600,,,,10x 560,
 iPhone 6 16 Gb Cinza-espacial Otimo E Barato Com Garantia,689,689,,,,10x 66,
 iPhone 6s 128 Gb Cinza-espacial A1688,699,699,,,,10x 70,
iPhone 7 Jet Black Edição Limitada 256gb,699,699,,,,10x 67,
 iPhone 8 64 Gb Prateado - Usado - Pronta Entrega C/nfe!!,899,899,,,,10x 89,
 iPhone XS 64gb Apple Dourado Desbloqueado ,1.549,1.549,,,,10x 154,
Celular iPhone 6s 32gb Rose Gold A1688 - Mostruário ,579,579,,,,10x 56,
iPhone 11 Pro Max 256 Gb Space Gray Na Caixa + Nfe + Brindes,2.999,2.999,,,,10x 299,
iPhone 14 De 128gb,4.199,4.199,,,,10x 419,
iPhone XR 64gb Apple Vermelho Desbloqueado,1.649,1.649,,,,10x 164,
 iPhone XS 64gb Apple Prateado Desbloqueado Pronta Entrega,1.549,1.549,,,,10x 154,
 iPhone 8 Plus 256gb Apple Prateado Desbloqueado ,1.359,1.359,,,,10x 135,
